A1100a,A1100b,A1100c,D1100a,D1100b,D1100c
18.329306,18.386347,18.390211,0,16.697605,16.860409
0,0,0,0,0,0
19.090904,0,19.187395,0,0,0
0,0,0,0,0,0
0,14.540794,14.463971,0,0,0
0,0,0,0,0,0
0,18.676157,0,0,0,0
14.70006,14.677389,14.717247,0,0,0
0,0,0,20.552004,20.581736,20.564533
0,0,0,0,0,0
0,0,0,18.434038,18.411156,18.278503
17.11137,17.161417,0,15.650632,0,0
19.076477,19.06918,19.038717,0,0,0
19.67169,19.682425,0,0,0,0
16.999317,0,0,0,0,15.410285
19.993345,19.878086,19.925545,18.071558,0,18.161024
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
18.001316,0,19.590511,0,0,14.625767
0,0,0,0,0,0
0,14.73365,15.95726,18.61423,18.636246,18.611763
0,0,0,0,20.126513,0
16.450068,16.243824,15.997775,15.690572,16.018223,15.776407
0,0,0,0,0,0
24.546677,24.583681,24.599287,23.5151,23.517227,23.506395
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
18.858126,18.831423,18.800043,19.90758,19.937294,19.917515
18.13615,18.198713,18.166021,19.922434,19.881832,19.91741
0,0,0,20.492401,20.518414,20.488016
0,0,0,19.984764,0,0
-0.17216492,-0.09586525,-0.13700867,-0.13363838,-0.17495537,-0.17374802
15.735979,15.704039,15.82282,19.298155,19.2948,19.244278
0,0,0,19.35835,19.37483,19.367407
0,0,0,0,0,0
0,0,0,14.603974,0,14.726112
18.779825,18.775206,18.683334,0,16.504942,0
14.387815,14.374292,0,16.362013,16.455954,16.532097
18.398756,18.393307,18.062384,19.940062,19.963755,19.964832
15.48161,0,0,0,0,0
0,0,0,17.3419,0,0
16.202467,16.172174,16.217257,18.538431,18.564346,18.51614
0,0,0,0,0,0
0,0,0,0,15.464865,14.933507
18.526018,19.266512,19.390297,18.868805,18.701008,18.383305
15.014544,0,14.976698,18.578457,18.550787,18.553465
0,0,0,0,0,0
17.06836,17.034466,16.980999,19.441624,19.50418,19.421604
15.4213085,0,15.744072,0,15.252259,0
-17.37233,-17.37233,-17.37233,-17.37233,-17.37233,-17.37233
20.319553,20.375624,20.352331,0,0,0
0,0,0,0,0,0
0,0,20.355457,0,0,17.155302
18.02324,17.584684,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
18.691198,17.009031,17.099264,18.839447,18.886333,18.88371
0,0,0,0,0,0
21.31275,21.287367,21.29939,0,0,0
0,0,0,0,0,0
20.001959,20.033314,20.014421,19.165405,19.135931,19.22134
18.586033,0,18.53209,21.006527,21.01153,20.997917
0,0,0,0,0,0
0,0,0,0,0,0
18.510042,18.52211,18.473816,0,0,0
0,0,0,19.519136,19.55206,19.526817
17.326447,17.35658,17.357328,19.375565,19.349224,19.427183
-21.030165,-21.030165,-21.030165,-21.030165,-21.030165,-21.030165
16.741005,16.198273,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
18.084143,18.09516,18.028116,0,0,0
0,0,0,0,0,0
0,0,0,17.019123,17.031797,17.039755
17.372976,0,17.46516,0,0,0
0,0,0,0,0,0
0,0,0,17.492666,17.407343,17.389858
20.918901,20.910057,20.898542,18.53398,0,18.584967
0,0,0,0,0,0
0,0,0,20.921167,20.893843,20.881792
14.173208,0,0,17.674232,17.691683,17.717073
0,0,0,0,0,0
15.77149,0,16.558271,18.970406,19.248234,18.908237
18.53043,0,18.522224,0,0,0
17.99317,17.90089,17.924772,16.859535,16.345736,16.588509
19.869974,19.865427,19.859592,18.228209,0,0
0,18.596874,0,20.354378,20.39317,20.36097
0,0,0,0,0,0
16.595243,16.62321,16.6378,18.97918,18.983423,19.0066
0,0,0,0,0,0
0,0,0,0,0,0
15.100868,14.5965395,14.779873,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
14.9361315,16.702322,0,19.2575,19.245943,19.292027
0,0,0,0,17.112175,17.0703
20.631292,20.645918,20.609646,18.80609,18.788763,18.852524
15.150699,15.000616,15.178548,19.538767,19.535984,19.542845
19.500654,19.456533,19.504158,18.463615,18.484604,18.49795
0,0,0,18.831457,18.86615,18.818579
15.458759,15.686883,15.646474,0,0,0
15.570982,15.757729,15.574209,18.578096,18.480656,18.603134
0,0,0,0,0,0
1.7285118,1.8109207,1.8024483,3.6308918,3.6209774,3.6481953
0,0,0,0,0,0
19.248167,19.215351,19.202692,15.660024,15.987441,0
17.95948,18.025763,18.008982,17.23407,0,17.252878
0,0,0,16.842375,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-20.504698,-20.504698,-20.504698,-20.504698,-20.504698,-20.504698
-16.551634,-16.551634,-16.551634,-16.551634,6.2908745,-16.551634
0.114681244,0.19565773,0.16496849,0.27786636,0.22374535,0.10852623
18.84902,18.822945,18.877054,18.138102,18.312649,18.132494
0,0,0,16.651823,17.275934,17.127409
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,14.716551
0,0,0,0,0,0
0,0,0,17.999702,18.087265,17.964539
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,17.741875,0,0,0
17.532387,17.236109,16.832952,17.744473,17.675632,17.727148
0,0,0,0,0,0
0,0,0,19.459164,19.489727,19.486893
0,0,0,18.059889,18.0689,18.062325
0,0,0,0,0,17.89941
0,0,0,17.259577,17.205145,17.390118
17.486881,0,17.4809,19.179945,19.183578,19.181257
0,15.939051,15.669632,0,0,0
20.066492,19.958567,20.071537,0,0,18.16034
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,18.487377,18.4344,18.513273
15.413363,15.340511,15.390203,18.522463,18.521643,18.501616
0,0,0,0,0,0
16.703485,16.663641,16.775095,17.416073,17.469078,17.481546
0,0,0,0,0,0
17.724474,16.577503,17.711761,19.311003,19.342108,19.337828
0,0,0,19.878782,19.897915,19.872826
18.58009,18.28805,18.510458,19.369349,19.371437,19.370506
0,0,0,0,0,0
19.753206,19.809116,19.748783,18.796518,18.961922,18.904558
0,0,0,17.298223,0,0
16.851236,16.844816,16.80038,19.50448,19.531342,19.470282
20.529009,20.515985,20.507843,0,18.7199,18.75813
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
17.636284,17.839401,17.669432,20.689306,20.67773,20.647047
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,14.705902
19.919807,19.96345,19.929049,18.318815,18.59431,18.500204
0,0,0,14.835556,14.909425,15.037161
18.565493,18.569025,18.644373,17.418222,17.384354,17.400711
0,0,0,0,0,0
0,0,0,19.273588,19.262592,19.224031
15.640809,0,0,19.008303,19.024145,18.933805
0,0,0,0,0,0
19.114166,19.255375,19.161137,16.43135,0,16.467606
14.663892,0,0,18.078129,18.181036,18.04237
19.289587,19.3138,19.280918,17.185669,15.747249,16.979794
18.87431,18.801777,18.815067,20.269382,20.265516,20.316963
0,0,0,0,0,0
0,0,0,0,0,0
18.459719,18.521915,18.5076,17.392653,17.412321,17.324814
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
17.29224,17.175676,17.627014,18.023315,17.974918,18.183708
17.285555,17.510765,17.185001,0,0,0
0,0,0,17.316078,17.216017,0
0,0,0,0,0,0
0,0,0,19.219952,19.168926,19.224602
0,0,0,0,0,0
0,0,0,0,0,0
16.300941,16.465073,16.148436,0,15.94256,0
0,0,0,0,0,0
0,0,0,16.039541,16.041744,16.062447
18.90955,18.917135,18.929897,15.860214,16.416204,16.371521
0,0,0,18.246313,18.23406,18.214306
0,0,0,16.378397,16.373035,16.362028
0,0,0,0,0,0
0,0,17.329576,17.320368,0,17.965334
0,0,0,0,0,0
18.334055,18.271248,18.332342,20.455397,20.436789,20.452976
0,0,17.930696,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2.6103964,2.556119,2.6269712,4.5286417,4.5094786,4.5652475
14.835705,14.647908,0,17.973938,18.027554,17.925966
0,0,0,0,0,0
17.023613,0,0,0,0,0
14.433259,0,14.239897,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
15.767667,15.974369,15.768081,18.301859,18.440742,18.23177
0,0,0,0,0,0
0,0,0,0,0,0
0,17.907314,18.200262,0,0,0
18.301174,18.297373,18.287619,19.17706,19.204914,19.200914
0,18.308245,18.31271,15.2629385,0,0
18.172403,18.182558,18.229345,0,19.28666,19.239248
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
17.883848,17.827696,17.797014,19.24781,19.30671,18.966099
1.0527306,1.1137714,1.025095,3.0753422,3.0999985,3.0982227
18.221817,0,18.25558,15.992584,0,16.007772
0,0,0,0,0,0
2.8801746,2.9848042,2.8966274,3.6901283,3.6887207,3.7016678
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-18.988106,-18.988106,-18.988106,-18.988106,-18.988106,-18.988106
0,0,0,17.948584,17.916836,17.936855
0,0,0,0,0,0
19.03832,19.49672,18.257442,17.142197,16.827627,0
0,0,0,0,17.487024,17.66847
0,0,0,15.587045,15.682473,15.576779
16.389229,17.008144,0,19.060532,19.039818,18.966301
0,0,0,0,0,0
17.320368,17.681705,17.3641,0,15.691116,0
18.607912,18.579206,18.534788,18.612822,18.57899,18.555735
0,0,0,17.404734,17.29612,17.420626
0,0,0,0,0,0
19.071978,19.063545,19.042255,0,19.197475,19.15633
0,0,0,0,0,0
16.713345,17.504145,16.475416,17.010626,17.204437,17.48871
0,0,0,17.056723,17.099173,17.044085
0,0,0,0,0,0
0,0,0,0,0,0
15.475638,0,16.766102,0,0,0
0,0,0,0,0,0
19.936205,19.966036,19.962145,16.553764,15.6585455,16.58245
0,0,0,0,0,0
19.677877,19.701603,19.697168,0,0,0
18.435488,0,0,0,0,0
0,17.722574,17.663746,0,15.105008,0
0,0,18.019493,20.165377,20.160908,20.15207
0,0,0,0,0,0
0,0,0,0,13.146091,0
0,0,0,16.821587,16.741888,17.122282
0,17.857756,17.980095,20.165934,20.167582,20.189499
18.079855,18.05581,18.041492,19.344276,19.343348,19.302593
19.852543,0,19.871138,16.41622,16.828844,0
0,0,0,0,0,0
18.416864,18.44214,17.67915,18.929224,0,18.82844
0,0,0,16.706442,0,0
19.562656,19.537308,19.540985,19.061235,19.064592,19.041494
0,0,0,0,0,0
18.319735,18.39499,18.35523,18.850061,0,18.4556
0,0,18.372427,0,0,0
0,0,0,0,0,0
0,0,0,15.999472,16.054073,15.918513
0,0,0,17.575872,0,0
16.803375,16.71848,16.431025,16.750092,15.97996,0
16.067896,15.543515,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,18.579409,18.578417,18.545435
19.453707,19.459593,19.4471,18.768381,18.775333,18.789219
18.844366,18.94874,18.855068,15.286377,16.895279,16.83033
17.94533,17.746658,18.076904,18.820381,18.848608,18.83315
17.190096,18.589596,18.610985,19.798323,19.79618,19.791128
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
17.346851,16.308535,17.289091,0,0,0
17.301996,16.975266,0,19.016836,18.981031,19.03494
0,0,0,18.835772,0,0
0,0,0,0,0,0
-17.936155,-17.936155,-17.936155,-17.936155,-17.936155,-17.936155
0,0,0,0,0,0
0,0,0,0,0,0
16.129524,17.027117,16.992517,18.906963,18.92448,18.918991
0,0,0,0,18.49571,0
0,0,0,0,0,0
-19.701832,-19.701832,-19.701832,-19.701832,-19.701832,-19.701832
0,0,0,0,0,0
17.709105,16.369938,17.673523,18.905994,18.862494,18.882435
0,0,0,0,0,0
0,0,0,17.817778,17.78872,17.817833
0,0,0,0,0,0
0,0,0,0,0,0
15.928912,15.734736,15.880659,17.99902,17.9734,17.993242
0,0,0,0,0,0
0,0,0,17.128447,17.584177,17.465073
19.684135,19.698494,19.722462,17.056639,17.282347,17.13625
0,0,0,18.839756,0,0
0,0,0,0,0,0
17.881264,17.866005,17.857775,18.770912,18.736084,18.742832
0,17.506819,0,20.278217,20.304382,20.254364
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,18.936607,18.968298,18.939575
19.1372,19.104383,19.152498,18.278822,18.30541,18.205196
0,0,0,0,0,0
20.56049,20.574917,20.54362,19.108578,19.1028,19.128813
0,0,0,0,0,0
0,0,0,0,0,0
-19.720379,-19.720379,-19.720379,-19.720379,-19.720379,-19.720379
0,0,0,0,0,0
19.740648,19.804976,19.851065,0,0,0
0,0,0,0,0,0
15.43365,15.355592,15.181308,16.315575,16.38492,16.479559
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
18.830332,18.841515,18.728867,16.29383,16.260387,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
15.303887,15.333261,0,17.712957,17.705322,17.743626
15.948688,15.981344,15.828955,15.555997,15.55351,15.745728
0,0,0,0,0,0
14.827938,0,0,17.44436,17.40017,17.3797
0,0,0,0,0,0
17.824574,17.868334,17.88149,18.806644,18.813925,18.859077
18.182875,17.571146,18.02164,0,0,0
0,0,0,0,0,0
0,0,14.874501,0,0,0
0,0,0,0,0,0
0,0,0,17.334797,17.365135,17.31744
0,0,0,0,0,0
0,0,0,18.242352,18.28061,18.078922
0,0,0,0,0,0
18.654713,0,0,0,0,0
14.654748,14.793298,15.083105,19.052238,19.00047,18.983315
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,16.917873,19.013435,18.993486
0,0,0,0,0,0
0,16.387379,0,17.25909,17.47415,17.341797
0,0,0,0,0,16.039862
15.757417,15.668055,15.765415,0,0,0
0,0,0,0,0,0
0,0,17.278267,0,0,0
0,0,0,0,0,0
20.41454,20.422144,20.405092,18.9796,18.971209,18.889404
0,16.275343,16.74793,18.74876,18.69858,18.75501
-0.27120018,-0.22789574,-0.2661438,-0.22424889,-0.23771095,-0.2960472
0,0,0,0,0,0
0,0,0,0,19.535437,0
0,0,0,17.143393,17.154945,17.176641
18.571308,0,17.361225,19.301317,19.319307,19.324697
-18.460772,0.32453346,-18.460772,-0.09997177,-18.460772,-18.460772
0,0,0,17.306782,17.24494,17.287874
0,0,0,0,0,0
-19.385483,-19.385483,-19.385483,-19.385483,-19.385483,-19.385483
0.114564896,0.0569973,0.115039825,0.013948441,0.060123444,0.001319885
17.414726,17.650442,17.555773,17.794067,17.731943,17.832142
17.440763,0,0,18.869617,18.925877,18.801767
0,0,0,0,0,0
0,0,0,0,0,0
0,0,19.207935,19.428616,19.444765,0
0,0,0,17.722454,17.680958,17.700413
20.521744,20.546528,20.53039,18.817657,18.82046,18.76914
0,0,0,0,0,0
0,0,0,18.492357,18.419561,18.280798
-19.560207,-19.560207,-4.6727495,-4.668993,-4.771591,-4.765792
0,0,0,0,0,0
0,0,17.371044,20.236143,20.231699,20.224548
0,0,0,17.715633,17.704342,17.657717
17.528347,17.47627,17.415016,18.77939,18.73764,18.776215
0,16.207891,15.905152,0,0,0
18.095499,0,0,0,0,0
0,16.351301,0,0,19.597334,0
0,0,0,17.035723,17.04838,17.074121
19.503477,0,19.463692,0,0,0
18.969946,0,18.867357,16.953344,16.821987,0
0,0,0,17.461424,16.814482,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,18.755556,18.78612,18.785597
-19.237259,-19.237259,-19.237259,-19.237259,-19.237259,-19.237259
0,0,0,18.603796,18.611382,18.644667
0,0,0,0,0,0
17.8875,17.91441,17.881788,0,0,0
-19.222773,-19.222773,-19.222773,-19.222773,-19.222773,-19.222773
-19.090727,-19.090727,-19.090727,-4.7216063,-19.090727,-19.090727
0,0,0,16.191116,0,15.244029
0,0,0,15.931061,15.634556,15.842743
0.010957718,-0.16777611,-18.182472,-18.182472,-18.182472,0.040153503
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,17.121614,17.12393,17.086002
0,0,0,0,0,0
0,0,0,0,0,0
-18.731339,0.13899612,0.15292168,0.115320206,0.09730339,0.13269424
0,0,0,18.735317,0,0
17.793032,17.958399,17.875467,18.588228,18.55001,18.559866
0,0,0,0,0,0
0,0,0,16.705456,16.55486,16.579905
0,18.424026,18.507318,18.580252,0,18.634956
17.528316,17.294163,17.345873,18.861828,18.91472,18.871641
0,0,0,18.211594,18.065784,18.100899
0,0,0,0,0,0
-16.777256,-16.777256,-16.777256,-16.777256,-16.777256,-16.777256
20.683207,20.703978,20.694134,18.529816,18.514599,18.577957
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
18.02421,18.062057,18.09748,18.86825,18.854506,18.85476
18.639894,18.744736,18.706774,0,0,0
17.693583,17.826014,17.677156,19.704062,19.659468,19.725761
17.956081,17.898478,17.954967,0,0,0
0,14.245107,0,15.932676,0,0
0,0,0,0,0,0
14.568016,14.901244,14.965874,0,0,0
17.087204,17.069807,16.959888,18.413797,18.442348,18.162186
0,0,0,0,0,0
0,0,0,0,0,0
-0.15984917,0.27760887,0.10803604,0.05458641,0.08679199,0.09104538
0,0,0,16.143661,17.66328,16.47377
-0.067840576,0.054546356,-0.020896912,0.10085678,0.021795273,-18.559866
0,0,0,15.127672,15.023884,15.395568
0,0,0,18.857492,18.82887,0
0,0,0,0,0,0
18.77855,17.615414,0,18.83485,18.85809,18.820911
0,0,0,18.797089,18.77424,0
16.055113,16.169416,16.109423,18.236425,18.4623,0
0,0,0,0,0,0
0,0,0,15.311003,15.387209,15.305135
17.408438,0,16.95887,17.142954,0,0
0,0,0,0,0,0
0,0,0,18.209305,18.204075,18.008373
0,0,0,0,0,0
0,0,0,18.156424,18.167992,0
0,0,0,0,0,0
0,0,0,0,0,15.13053
14.984107,0,0,0,0,0
0,0,0,0,0,0
18.929636,17.765913,17.781935,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,19.196314,19.231857,19.172762
19.238857,19.316816,19.254194,17.410053,16.043112,17.447447
0,0,0,0,0,0
-19.630507,-19.630507,-19.630507,-19.630507,-19.630507,-19.630507
0,0,0,0,0,0
0,0,0,0,14.540975,0
0,0,0,0,0,0
0,0,0,18.036856,17.274696,0
0,0,0,19.184599,0,0
19.556118,19.601,19.575897,17.214281,0,0
21.133926,21.16995,21.158314,0,0,0
0,0,0,0,0,0
3.955061,4.0528946,4.046238,2.9261303,-14.815283,2.8787003
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,16.755722,0,16.657095
0,0,0,16.575819,16.762655,16.660538
0,0,0,0,0,0
0.15834999,-0.032384872,-18.856886,-18.856886,-0.10119057,0.037345886
0,0,0,0,0,0
0,0,0,18.395027,18.395514,18.416761
0,0,0,19.754948,19.99837,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,18.528461,18.528145,18.517065
15.588217,16.696844,0,18.07376,16.54516,18.090914
0,0,0,0,0,0
0,0,0,0,0,0
19.34095,19.344341,19.328333,0,0,0
0,0,0,0,0,0
14.2382555,14.562779,14.508352,16.421736,16.105867,16.258106
0,0,0,17.148308,0,17.158737
16.447487,16.524618,16.612753,15.025183,15.002596,14.835606
0,0,0,0,0,0
18.74633,18.759972,18.76554,15.042002,16.373562,15.230509
0,0,0,0,0,0
0,15.288181,0,17.668718,0,0
16.22034,16.176193,16.265633,18.097143,18.14321,18.137291
0,0,0,0,16.309637,0
0,0,0,0,0,0
0,0,0,0,0,0
0,17.865969,0,17.459784,17.96978,0
0,0,0,0,0,0
0,0,0,18.788591,18.809835,18.81605
0,0,0,14.799635,14.931938,14.829822
16.325832,0,0,18.572327,18.591091,0
-0.39363098,-0.25600815,-0.37797928,1.6358128,1.6121464,1.6667976
17.282518,17.37728,17.306622,15.180841,0,15.271537
0,0,0,0,0,18.68673
0,0,0,0,0,0
0,0,0,0,0,0
0,16.202276,0,17.950499,17.905075,17.865631
0,0,15.164397,0,17.396723,0
-19.194849,-19.194849,-19.194849,-19.194849,-19.194849,-19.194849
0,0,0,0,0,0
0,0,0,0,17.672258,16.128336
0,0,0,0,18.229927,17.572292
0,0,0,0,0,0
0,0,0,18.809994,18.850636,18.815952
15.3917465,15.759316,15.291963,15.96531,16.038383,16.23734
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
15.028684,15.051379,14.596714,17.980715,17.962353,17.995007
18.379261,18.424026,18.516273,0,0,0
0,0,0,0,0,0
0,0,0,18.019602,18.04441,17.765123
0,0,0,0,0,17.161762
0,0,0,17.174232,17.13579,17.263893
15.068149,0,14.817833,17.39068,17.561333,17.559286
20.457169,20.467299,20.489353,19.718966,19.710413,19.693722
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,16.92169,16.890287,16.875185
0,0,0,0,0,0
-19.09733,-19.09733,-19.09733,-19.09733,-19.09733,-19.09733
0,0,0,0,0,0
0,0,0,0,0,0
17.80335,17.76684,17.695908,17.792416,17.777481,17.764217
0,0,0,17.701725,17.626785,17.635986
0,0,0,0,0,0
16.955343,0,0,0,18.137646,0
0,0,0,0,0,0
0,0,0,17.131214,17.182161,17.117188
0,0,0,0,0,0
0,0,0,14.924116,15.270624,15.019721
0,0,0,0,0,0
0,0,0,0,0,0
14.967092,15.043199,0,0,14.425151,14.331198
0,0,0,0,0,0
0,0,0,15.759005,0,15.801456
0,0,0,0,0,0
16.243267,16.766191,16.7457,17.74361,17.777655,17.799427
16.54831,16.255638,16.256523,17.188154,17.188898,17.08853
19.046942,19.054398,19.042131,17.700745,17.642475,17.71305
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,17.723507,0,17.779245
0,0,0,18.584545,18.002392,17.973265
0,0,0,0,0,0
18.326689,18.306707,18.279451,18.229227,18.222677,18.223743
0,0,0,0,0,0
17.01113,17.04352,15.852871,0,0,0
0,0,0,14.840827,0,0
0,17.93266,0,18.299633,18.250725,18.337303
0,0,0,0,0,0
16.715479,16.69256,16.735212,18.14426,18.144016,18.172188
0,0,0,0,0,0
15.999648,16.04659,16.022476,0,0,0
0,0,0,16.269766,16.197811,16.327412
0,0,0,16.824934,16.832766,16.82692
0,0,0,0,0,0
18.346855,17.874933,0,18.086903,18.504292,18.25034
0,15.22517,0,0,17.87203,17.791983
0,0,0,0,0,0
0,16.518253,0,0,0,0
18.721853,18.80977,18.742601,17.329147,17.437353,17.437769
0,0,0,0,0,0
0,0,0,0,0,0
-17.039402,-17.039402,-17.039402,-17.039402,-17.039402,-17.039402
0,0,0,17.920206,0,0
0,0,0,0,0,0
-0.07862282,0.054546356,-0.020896912,0.10085678,0.021795273,0.34631157
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,17.35381,17.30338,17.190298
18.86192,18.871273,18.817392,16.280027,15.118535,15.218374
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-19.482744,-19.482744,-19.482744,-19.482744,-19.482744,-19.482744
0,0,0,0,0,0
0,15.487118,15.5854025,17.78528,0,18.003769
0,0,0,15.734365,15.762226,15.498662
0,0,0,0,0,0
0,0,0,0,0,0
-19.010435,-19.010435,-19.010435,-19.010435,-19.010435,-19.010435
-18.55636,-18.55636,-18.55636,-18.55636,-18.55636,-18.55636
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,17.562511,17.570152,17.67893
0,0,0,16.919607,0,16.9988
15.926575,15.856085,15.914641,15.44621,15.471199,16.064596
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,17.01139,17.08267,17.107075
15.848697,15.964228,15.977883,18.015894,18.00043,18.023413
0,17.43436,16.692846,0,17.589878,17.520504
0,0,0,0,0,0
0,0,0,0,15.48991,15.48347
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,17.868359,17.779425,20.282824,20.29165,20.275047
0,0,0,0,0,0
-18.699173,-18.699173,-18.699173,-18.699173,-18.699173,-18.699173
0,0,0,16.370516,16.243341,0
0,0,0,16.119387,0,16.213484
0,0,0,0,0,0
19.04227,19.064005,19.076468,15.405607,0,16.493935
0,0,0,0,0,0
0,16.433357,15.834521,18.406292,18.313883,18.363659
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
